,area_type,total_sqft,bathrooms,price,bhk
5899,Super built-up Area,1215.0,2.0,9.0,2
5900,Super built-up Area,1734.0,3.0,12.5,3
5904,Super built-up Area,1100.0,2.0,7.0,2
5906,Super built-up Area,3657.0,5.0,22.0,4
5907,Super built-up Area,2790.0,4.0,19.8,4
5911,Super built-up Area,2987.5,5.0,19.1,4
5920,Super built-up Area,1732.46,3.0,9.2,3
5921,Super built-up Area,1360.0,2.0,10.3,2
5923,Super built-up Area,1999.0,3.0,13.5,3
5924,Super built-up Area,1050.0,2.0,7.5,2
5927,Super built-up Area,1360.0,2.0,7.5,3
5929,Super built-up Area,1418.0,2.0,7.8,2
5930,Super built-up Area,1270.0,2.0,10.0,2
5932,Super built-up Area,1150.0,2.0,7.4,2
5933,Super built-up Area,1200.0,2.0,7.5,2
5935,Super built-up Area,1060.0,2.0,5.8,2
5939,Super built-up Area,722.0,1.0,4.6,1
5941,Super built-up Area,705.0,1.0,5.25,1
5942,Super built-up Area,1880.0,3.0,9.436,3
5943,Super built-up Area,1893.0,3.0,13.0,3
5946,Super built-up Area,1541.0,3.0,8.0,3
5947,Super built-up Area,1830.0,3.0,10.1,3
5951,Super built-up Area,706.0,1.0,4.824,1
5953,Super built-up Area,1290.0,2.0,8.0,2
5957,Super built-up Area,1730.0,3.0,14.0,3
5961,Super built-up Area,1115.0,2.0,6.0,2
5962,Super built-up Area,1900.0,3.0,15.0,3
5964,Super built-up Area,2340.0,5.0,12.9,4
5966,Super built-up Area,416.0,1.0,1.95,1
5967,Super built-up Area,1394.0,2.0,10.0,2
5968,Super built-up Area,2138.0,3.0,11.0,3
5969,Super built-up Area,1300.0,3.0,8.0,3
5970,Super built-up Area,1265.0,2.0,8.2,2
5971,Super built-up Area,1012.0,2.0,5.9,2
5974,Super built-up Area,1700.0,3.0,9.5,3
5976,Super built-up Area,2254.0,3.0,17.0,3
5978,Super built-up Area,2462.0,6.0,15.0,4
5979,Super built-up Area,615.0,1.0,4.4,1
5981,Super built-up Area,1342.0,3.0,9.2,3
5984,Super built-up Area,1645.0,2.0,8.2,3
5989,Super built-up Area,1080.0,2.0,7.3,2
5990,Super built-up Area,1092.0,2.0,6.0,2
5991,Super built-up Area,1932.0,4.0,13.5,3
5992,Super built-up Area,1156.0,2.0,7.2,2
5994,Super built-up Area,1330.0,2.0,7.5,2
5995,Super built-up Area,1917.0,4.0,11.3,3
5996,Super built-up Area,655.0,1.0,5.3,1
5997,Super built-up Area,1785.0,3.0,11.8,3
5999,Super built-up Area,1645.0,3.0,12.0,3
6001,Super built-up Area,662.0,1.0,4.2,1
6004,Super built-up Area,1525.0,2.0,8.7,3
6005,Super built-up Area,1255.0,2.0,9.0,3
6006,Super built-up Area,1560.0,3.0,12.0,3
6007,Super built-up Area,1620.0,2.0,8.5,3
6008,Super built-up Area,1595.0,3.0,9.0,3
6011,Super built-up Area,1418.0,2.0,10.6,2
6012,Super built-up Area,2700.0,5.0,17.5,3
6014,Super built-up Area,755.0,1.0,4.241,1
6015,Super built-up Area,1645.0,3.0,11.7,3
6016,Super built-up Area,1725.0,3.0,11.0,3
6020,Super built-up Area,1645.0,3.0,8.75,3
6021,Super built-up Area,1350.0,2.0,8.9,2
6026,Super built-up Area,1948.0,3.0,13.0,3
6030,Super built-up Area,3905.0,7.0,29.0,5
6031,Super built-up Area,2600.0,3.0,14.0,3
6032,Super built-up Area,1300.0,3.0,8.913,3
6033,Super built-up Area,1130.0,2.0,7.3,2
6034,Super built-up Area,950.0,2.0,6.0,2
6035,Super built-up Area,1020.0,2.0,5.7,2
6038,Super built-up Area,2215.0,4.0,15.6,3
6040,Super built-up Area,1804.0,3.0,10.2,3
6041,Super built-up Area,1600.0,3.0,8.8,2
6042,Super built-up Area,1280.0,2.0,7.5,2
6043,Super built-up Area,1255.0,3.0,7.768000000000001,3
6044,Super built-up Area,1257.0,2.0,6.9,2
6048,Super built-up Area,1789.0,3.0,9.8,3
6053,Super built-up Area,1252.0,2.0,7.1,3
6054,Super built-up Area,2062.0,3.0,15.0,4
6056,Super built-up Area,1180.0,2.0,6.0,3
6057,Super built-up Area,715.0,1.0,2.9,1
6058,Super built-up Area,1230.0,2.0,9.45,2
6060,Super built-up Area,3360.0,5.0,22.5,4
6061,Super built-up Area,1300.0,3.0,7.7989999999999995,3
6063,Super built-up Area,1216.0,2.0,8.4,2
6065,Super built-up Area,705.0,1.0,5.7,1
6067,Super built-up Area,1320.0,2.0,11.0,2
6069,Super built-up Area,1586.0,3.0,9.0,3
6071,Super built-up Area,2882.0,5.0,20.4,4
6072,Super built-up Area,2320.0,3.0,17.0,3
6074,Super built-up Area,1936.0,3.0,11.8,3
6075,Super built-up Area,1402.0,2.0,8.5,3
6079,Super built-up Area,2422.0,3.0,15.0,4
6080,Super built-up Area,1145.0,2.0,6.2,2
6087,Super built-up Area,1085.0,2.0,7.0,2
6090,Super built-up Area,1169.0,2.0,6.4,2
6091,Super built-up Area,1840.0,3.0,14.0,3
6092,Super built-up Area,997.0,2.0,5.3,2
6093,Super built-up Area,1000.0,2.0,6.0,2
6094,Super built-up Area,1787.0,3.0,12.3,3
6095,Super built-up Area,1288.0,2.0,7.0,3
6097,Super built-up Area,750.0,1.0,2.55,1
6098,Super built-up Area,1500.0,2.0,7.8,3
6099,Super built-up Area,1230.0,2.0,6.625,2
6100,Super built-up Area,780.0,1.0,5.5,1
6102,Super built-up Area,1690.0,3.0,8.5,3
6103,Super built-up Area,1130.0,2.0,7.8,2
6106,Super built-up Area,1199.0,2.0,8.5,2
6108,Super built-up Area,661.0,1.0,3.6,1
6109,Super built-up Area,1710.0,3.0,10.0,3
6113,Super built-up Area,1751.0,2.0,11.5,3
6114,Super built-up Area,1255.0,2.0,7.9,2
6115,Super built-up Area,1778.0,3.0,12.2,3
6118,Super built-up Area,1358.0,2.0,8.1,2
6120,Super built-up Area,1705.0,3.0,11.0,3
6121,Super built-up Area,1132.0,2.0,6.790000000000001,2
6122,Super built-up Area,1575.0,3.0,9.0,3
6125,Super built-up Area,1590.0,3.0,12.0,3
6126,Super built-up Area,1090.0,2.0,5.9799999999999995,2
6127,Super built-up Area,1922.0,3.0,10.6,3
6128,Super built-up Area,965.0,2.0,6.7,2
6132,Super built-up Area,1108.0,2.0,8.7,2
6133,Super built-up Area,1197.0,2.0,7.9,2
6135,Super built-up Area,1749.0,3.0,11.7,3
6136,Super built-up Area,1691.0,3.0,10.4,3
6137,Super built-up Area,1625.0,2.0,8.772,3
6139,Super built-up Area,1750.0,3.0,13.0,3
6140,Super built-up Area,1450.0,3.0,10.0,3
6141,Super built-up Area,1810.0,3.0,12.6,3
6143,Super built-up Area,1420.0,3.0,8.5,3
6144,Super built-up Area,2658.0,5.0,18.7,4
6145,Super built-up Area,1450.0,2.0,8.959999999999999,3
6151,Super built-up Area,1846.0,3.0,14.5,3
6153,Super built-up Area,1205.0,2.0,7.0,2
6157,Super built-up Area,1051.0,2.0,6.0,2
6159,Super built-up Area,1665.0,3.0,10.5,3
6161,Super built-up Area,1868.0,3.0,11.3,3
6162,Super built-up Area,1210.0,2.0,7.6,2
6163,Super built-up Area,1351.0,2.0,7.7,2
6164,Super built-up Area,1636.0,3.0,11.9,3
6166,Super built-up Area,2370.0,4.0,19.5,3
6171,Super built-up Area,1847.0,3.0,13.5,3
6172,Super built-up Area,1430.0,2.0,11.0,2
6174,Super built-up Area,1590.0,3.0,9.65,3
6175,Super built-up Area,1749.0,3.0,11.2,3
6177,Super built-up Area,1065.0,2.0,5.8,2
6178,Super built-up Area,1520.0,2.0,9.6,3
6181,Super built-up Area,1295.0,2.0,9.5,2
6182,Super built-up Area,1098.0,2.0,7.4,2
6185,Super built-up Area,654.0,1.0,3.7,1
6187,Super built-up Area,1046.0,2.0,7.5,2
6188,Super built-up Area,1610.0,3.0,8.453,3
6192,Super built-up Area,1000.0,3.0,6.0,2
6194,Super built-up Area,1174.0,2.0,7.5,2
6199,Super built-up Area,1314.0,2.0,7.8,2
6201,Super built-up Area,1010.0,2.0,5.5,2
6203,Super built-up Area,1520.0,2.0,12.5,3
6205,Super built-up Area,1067.0,2.0,6.0,2
6207,Super built-up Area,1418.0,2.0,10.4,2
6208,Super built-up Area,1366.0,2.0,8.3,2
6211,Super built-up Area,1494.0,2.0,9.455,3
6212,Super built-up Area,1397.0,3.0,10.5,3
6213,Super built-up Area,606.0,1.0,4.0,1
6215,Super built-up Area,1205.0,2.0,7.5,2
6217,Super built-up Area,4500.0,7.0,29.4,5
6220,Super built-up Area,1530.0,3.0,10.5,3
6221,Super built-up Area,1575.0,3.0,10.1,3
6222,Super built-up Area,650.0,1.0,2.5,1
6227,Super built-up Area,700.0,2.0,4.0,2
6229,Super built-up Area,1856.0,3.0,12.0,3
6230,Super built-up Area,1036.0,2.0,5.945,2
6233,Super built-up Area,1730.0,3.0,11.0,3
6234,Super built-up Area,1804.0,3.0,11.5,3
6235,Super built-up Area,1795.0,3.0,14.0,3
6237,Super built-up Area,2100.0,3.0,12.0,3
6239,Super built-up Area,1254.0,2.0,7.0,3
6240,Super built-up Area,2155.0,3.0,12.5,4
6241,Super built-up Area,4260.0,4.0,27.2,4
6242,Super built-up Area,1255.0,2.0,9.5,3
6243,Super built-up Area,1388.0,3.0,6.999,3
6248,Super built-up Area,1583.0,3.0,11.5,3
6249,Super built-up Area,1252.0,3.0,6.3,3
6250,Super built-up Area,1486.0,3.0,8.322,3
6251,Super built-up Area,2790.0,4.0,19.8,4
6255,Super built-up Area,1071.0,2.0,6.2,2
6256,Super built-up Area,2266.0,3.0,16.9,3
6257,Super built-up Area,2065.0,3.0,13.0,3
6259,Super built-up Area,1884.0,3.0,9.8,3
6260,Super built-up Area,1145.0,2.0,7.5,2
6262,Super built-up Area,950.0,2.0,5.5,2
6269,Super built-up Area,1750.0,3.0,13.6,3
6272,Super built-up Area,1235.0,2.0,9.0,2
6275,Super built-up Area,2400.0,1.0,20.0,1
6282,Super built-up Area,1058.0,2.0,8.5,2
6286,Super built-up Area,1350.0,2.0,8.099,3
6288,Super built-up Area,1339.0,2.0,7.15,2
6290,Super built-up Area,450.0,1.0,2.5,1
6293,Super built-up Area,1060.0,2.0,6.5,2
6294,Super built-up Area,1200.0,2.0,7.5,3
6295,Super built-up Area,1100.0,2.0,8.5,2
6296,Super built-up Area,680.0,1.0,3.2640000000000002,1
6297,Super built-up Area,1925.0,3.0,11.0,3
6299,Super built-up Area,1300.0,2.0,7.5,2
6300,Super built-up Area,1559.0,3.0,12.0,3
6305,Super built-up Area,670.0,1.0,3.5,1
6306,Super built-up Area,1483.0,2.0,9.8,2
6309,Super built-up Area,1460.0,2.0,7.5,3
6314,Super built-up Area,1221.0,3.0,7.2,3
6316,Super built-up Area,1500.0,2.0,7.825,3
6317,Super built-up Area,3122.0,6.0,23.7,4
6318,Super built-up Area,1255.0,2.0,9.5,3
6319,Super built-up Area,2425.0,7.0,14.0,7
6320,Super built-up Area,1031.0,2.0,5.5,2
6321,Super built-up Area,1210.0,2.0,7.4,2
6325,Super built-up Area,1418.0,2.0,10.5,2
6327,Super built-up Area,1508.0,3.0,7.5,3
6328,Super built-up Area,1275.0,2.0,8.7,2
6329,Super built-up Area,946.0,2.0,5.8,2
6331,Super built-up Area,1832.0,3.0,12.5,3
6332,Super built-up Area,1088.0,2.0,6.1450000000000005,2
6333,Super built-up Area,1564.0,3.0,10.4,3
6336,Super built-up Area,1700.0,3.0,9.5,3
6339,Super built-up Area,1080.0,2.0,6.2,2
6341,Super built-up Area,1300.0,2.0,8.976,2
6342,Super built-up Area,1265.0,2.0,7.8,2
6348,Super built-up Area,1300.0,2.0,7.5,3
6354,Super built-up Area,1706.0,3.0,13.5,3
6355,Super built-up Area,1250.0,2.0,6.5,3
6356,Super built-up Area,1265.0,2.0,6.5,3
6358,Super built-up Area,1045.0,2.0,5.8,2
6359,Super built-up Area,412.5,1.0,1.98,1
6360,Super built-up Area,1100.0,2.0,6.2,2
6362,Super built-up Area,2774.0,4.0,20.8,4
6363,Super built-up Area,700.0,1.0,3.084,1
6365,Super built-up Area,1132.0,2.0,8.9,2
6366,Super built-up Area,1359.0,2.0,10.4,2
6367,Super built-up Area,2631.0,3.0,20.0,4
6369,Super built-up Area,1009.0,2.0,5.6,2
6371,Super built-up Area,1500.0,2.0,8.8,2
6372,Super built-up Area,1363.0,2.0,7.9,2
6375,Super built-up Area,1500.0,3.0,9.5,3
6377,Super built-up Area,1650.0,3.0,11.0,3
6378,Super built-up Area,1143.0,2.0,6.2,2
6379,Super built-up Area,1349.0,2.0,9.78,2
6380,Super built-up Area,1216.0,2.0,6.906000000000001,2
6386,Super built-up Area,1724.0,3.0,12.4,3
6387,Super built-up Area,600.0,1.0,4.3,1
6388,Super built-up Area,1216.0,2.0,7.5,2
6389,Super built-up Area,1355.0,2.0,7.8,2
6390,Super built-up Area,957.0,2.0,5.3,2
6392,Super built-up Area,1115.0,2.0,6.1,2
6395,Super built-up Area,1385.0,2.0,6.9,3
6396,Super built-up Area,760.0,1.0,2.4899999999999998,1
6400,Super built-up Area,1341.0,2.0,7.5760000000000005,2
6402,Super built-up Area,1679.0,3.0,9.213,3
6404,Super built-up Area,500.0,1.0,3.1,1
6406,Super built-up Area,1255.0,2.0,7.7,2
6409,Super built-up Area,950.0,2.0,6.0,2
6410,Super built-up Area,1216.0,2.0,7.3,2
6411,Super built-up Area,1300.0,2.0,9.8,2
6416,Super built-up Area,709.0,1.0,3.4735,1
6418,Super built-up Area,670.0,1.0,3.685,1
6427,Super built-up Area,1745.0,3.0,10.0,3
6430,Super built-up Area,1793.0,3.0,9.8,3
6434,Super built-up Area,2017.0,2.0,12.5,3
6439,Super built-up Area,1246.0,2.0,6.74,2
6449,Super built-up Area,1685.0,3.0,10.0,3
6451,Super built-up Area,1210.0,2.0,8.3,2
6452,Super built-up Area,1255.0,3.0,7.768000000000001,3
6453,Super built-up Area,1482.0,3.0,8.6,3
6454,Super built-up Area,1344.0,2.0,10.8,2
6456,Super built-up Area,1210.0,2.0,8.5,2
6457,Super built-up Area,1532.0,3.0,9.812999999999999,3
6460,Super built-up Area,2257.0,3.0,15.9,3
6463,Super built-up Area,1360.0,2.0,8.5,3
6465,Super built-up Area,1418.0,2.0,10.4,2
6467,Super built-up Area,1020.0,2.0,5.5,2
6469,Super built-up Area,1175.0,2.0,6.9,2
6471,Super built-up Area,2250.0,3.0,11.3,3
6473,Super built-up Area,825.0,1.0,4.49,1
6478,Super built-up Area,1194.0,2.0,7.164,2
6479,Super built-up Area,1108.0,2.0,6.715000000000001,2
6484,Super built-up Area,1200.0,2.0,7.5,3
6485,Super built-up Area,985.0,2.0,5.5,2
6486,Super built-up Area,982.0,2.0,5.5,2
6487,Super built-up Area,2640.0,5.0,14.2,3
6501,Super built-up Area,1085.0,2.0,6.4,2
6503,Super built-up Area,1525.84,3.0,11.7,3
6505,Super built-up Area,1852.0,2.0,9.5,3
6506,Super built-up Area,1255.0,2.0,9.0,3
6508,Super built-up Area,1255.0,3.0,7.768000000000001,3
6509,Super built-up Area,1198.0,2.0,8.2,2
6510,Super built-up Area,2072.0,4.0,13.9,3
6512,Super built-up Area,2215.0,4.0,16.0,3
6513,Super built-up Area,525.0,1.0,3.0,1
6514,Super built-up Area,1500.0,2.0,9.0,3
6517,Super built-up Area,1128.0,2.0,6.57,2
6518,Super built-up Area,1310.0,2.0,6.8,3
6519,Super built-up Area,1390.0,2.0,8.6,2
6520,Super built-up Area,1390.0,2.0,7.6450000000000005,3
6523,Super built-up Area,1200.0,2.0,6.9,3
6528,Super built-up Area,1690.0,3.0,8.5,3
6530,Super built-up Area,1047.0,2.0,8.4,2
6535,Super built-up Area,1685.0,3.0,8.5,3
6536,Super built-up Area,1465.0,2.0,7.6,3
6537,Super built-up Area,1850.0,3.0,15.0,3
6543,Super built-up Area,1343.0,2.0,8.6,2
6545,Super built-up Area,3785.0,5.0,28.0,4
6546,Super built-up Area,1540.0,3.0,8.5,3
6554,Super built-up Area,1762.0,3.0,11.2,3
6557,Super built-up Area,1200.0,2.0,6.65,3
6559,Super built-up Area,1870.0,3.0,13.8,3
6560,Super built-up Area,1199.0,2.0,8.6,2
6563,Super built-up Area,2000.0,3.0,12.0,3
6564,Super built-up Area,1047.0,2.0,8.3,2
6567,Super built-up Area,1645.0,3.0,10.0,3
6569,Super built-up Area,1766.0,3.0,13.0,3
6571,Super built-up Area,680.0,1.0,4.6,1
6572,Super built-up Area,1278.0,2.0,9.0,2
6573,Super built-up Area,1025.0,2.0,6.6,2
6577,Super built-up Area,625.0,1.0,1.9,1
6578,Super built-up Area,1340.0,3.0,6.6,3
6580,Super built-up Area,750.0,1.0,5.25,1
6582,Super built-up Area,970.0,2.0,5.5,2
6584,Super built-up Area,1200.0,2.0,6.5,3
6585,Super built-up Area,1760.0,3.0,12.7,3
6587,Super built-up Area,1820.0,3.0,9.3,3
6589,Super built-up Area,924.0,2.0,7.623,2
6590,Super built-up Area,914.0,2.0,4.9,2
6591,Super built-up Area,2145.0,3.0,12.5,3
6592,Super built-up Area,3940.0,4.0,22.0,4
6597,Super built-up Area,2400.0,4.0,15.2,4
6599,Super built-up Area,1769.0,3.0,9.687000000000001,3
6602,Super built-up Area,1435.0,3.0,7.3,3
6603,Super built-up Area,1862.0,3.0,12.5,3
6609,Super built-up Area,1498.0,3.0,9.5,3
6610,Super built-up Area,1123.0,2.0,6.4,2
6611,Super built-up Area,1235.0,2.0,7.5,2
6614,Super built-up Area,1305.0,2.0,9.9,2
6615,Super built-up Area,2790.0,5.0,20.4,4
6616,Super built-up Area,2010.0,3.0,12.5,4
6619,Super built-up Area,525.0,2.0,2.7,1
6621,Super built-up Area,1224.0,2.0,7.0,2
6623,Super built-up Area,1233.0,2.0,10.0,2
6625,Super built-up Area,1449.0,3.0,9.0,3
6628,Super built-up Area,1200.0,2.0,7.8,2
6629,Super built-up Area,1000.0,2.0,5.8,2
6630,Super built-up Area,1732.0,3.0,8.573,3
6631,Super built-up Area,1290.0,2.0,8.0,2
6633,Super built-up Area,1917.0,4.0,10.0,3
6635,Super built-up Area,2774.0,4.0,20.8,4
6637,Super built-up Area,1655.0,3.0,11.3,3
6638,Super built-up Area,2805.0,5.0,16.0,4
6642,Super built-up Area,530.0,1.0,2.944,1
6645,Super built-up Area,1295.0,2.0,9.5,2
6648,Super built-up Area,1200.0,1.0,9.5,1
6649,Super built-up Area,1063.0,2.0,5.8,2
6650,Super built-up Area,656.0,1.0,4.3,1
6652,Super built-up Area,881.0,2.0,4.806,2
6653,Super built-up Area,1680.0,3.0,10.1,3
6656,Super built-up Area,2100.0,4.0,14.5,3
6657,Super built-up Area,1070.0,2.0,5.8,2
6659,Super built-up Area,1755.0,3.0,12.2,3
6662,Super built-up Area,1652.5,3.0,9.0,3
6663,Super built-up Area,1381.0,2.0,7.618,3
6665,Super built-up Area,905.0,1.0,5.0,1
6666,Super built-up Area,1685.0,3.0,9.5,3
6667,Super built-up Area,1200.0,2.0,7.5,2
6669,Super built-up Area,1665.0,3.0,8.690999999999999,3
6671,Super built-up Area,1257.0,2.0,7.103,2
6672,Super built-up Area,1600.0,3.0,8.2,3
6673,Super built-up Area,1465.0,3.0,7.5,3
6674,Super built-up Area,1650.0,3.0,11.1,3
6676,Super built-up Area,1300.0,2.0,8.2,2
6678,Super built-up Area,2159.0,3.0,11.0,3
6680,Super built-up Area,1130.0,2.0,6.0,2
6684,Super built-up Area,630.5,1.0,3.215,1
6686,Super built-up Area,2384.0,4.0,16.5,3
6688,Super built-up Area,700.0,2.0,4.3,2
6692,Super built-up Area,1380.0,2.0,9.5,3
6693,Super built-up Area,1620.0,3.0,11.0,3
6696,Super built-up Area,997.0,3.0,5.5,3
6697,Super built-up Area,1760.0,3.0,11.1,3
6698,Super built-up Area,1322.0,2.0,7.5,2
6699,Super built-up Area,1500.0,3.0,12.5,3
6702,Super built-up Area,1665.0,3.0,8.658,3
6703,Super built-up Area,1414.0,2.0,8.418000000000001,2
6705,Super built-up Area,712.0,1.0,3.844,1
6707,Super built-up Area,654.0,1.0,2.2,1
6708,Super built-up Area,708.0,1.0,5.5,2
6709,Super built-up Area,990.0,2.0,5.8,2
6711,Super built-up Area,1088.0,2.0,6.2,2
6712,Super built-up Area,1414.0,3.0,7.75,3
6716,Super built-up Area,614.5,1.0,3.0715,1
6718,Super built-up Area,1650.0,3.0,8.4,3
6719,Super built-up Area,1130.0,2.0,5.8,3
6720,Super built-up Area,1850.0,2.0,11.0,3
6722,Super built-up Area,4334.0,2.0,33.8,4
6725,Super built-up Area,1484.0,3.0,7.919,3
6728,Super built-up Area,1330.0,2.0,10.7,2
6729,Super built-up Area,2127.0,3.0,13.5,3
6732,Super built-up Area,2336.5,3.0,11.589,3
6740,Super built-up Area,2010.0,3.0,11.5,4
6741,Super built-up Area,1418.0,2.0,10.6,2
6746,Super built-up Area,1293.0,2.0,8.5,3
6747,Super built-up Area,1210.0,2.0,7.5,2
6748,Super built-up Area,1276.0,2.0,7.5,2
6749,Super built-up Area,1216.0,2.0,8.3,2
6750,Super built-up Area,1162.0,2.0,6.5,2
6752,Super built-up Area,658.0,1.0,3.4,1
6754,Super built-up Area,1760.0,2.0,11.6,3
6758,Super built-up Area,3317.5,5.0,26.85,4
6759,Super built-up Area,1459.0,2.0,11.0,3
6760,Super built-up Area,1622.0,2.0,8.0,3
6762,Super built-up Area,1274.0,2.0,8.1,2
6765,Super built-up Area,1410.0,2.0,7.5,2
6769,Super built-up Area,900.0,2.0,5.0,2
6771,Super built-up Area,1920.0,3.0,15.0,3
6772,Super built-up Area,630.0,1.0,4.7,1
6774,Super built-up Area,705.0,1.0,5.5,1
6775,Super built-up Area,1200.0,2.0,7.56,3
6777,Super built-up Area,1330.0,2.0,9.3,2
6779,Super built-up Area,1630.0,3.0,9.51,3
6782,Super built-up Area,1737.0,2.0,9.5,3
6783,Super built-up Area,2100.0,4.0,15.0,4
6787,Super built-up Area,2259.0,5.0,13.5,4
6791,Super built-up Area,602.0,1.0,2.6,1
6792,Super built-up Area,1710.0,3.0,10.0,3
6793,Super built-up Area,1500.0,2.0,8.2,3
6797,Super built-up Area,1350.0,3.0,7.83,3
6798,Super built-up Area,1200.0,2.0,6.5,2
6799,Super built-up Area,1265.0,2.0,7.8,2
6800,Super built-up Area,1700.0,3.0,9.35,3
6804,Super built-up Area,1416.0,3.0,9.4,3
6806,Super built-up Area,1680.0,3.0,12.5,3
6808,Super built-up Area,1507.0,2.0,9.5,3
6809,Super built-up Area,1949.0,3.0,13.3,3
6810,Super built-up Area,905.0,2.0,5.0,2
6811,Super built-up Area,1605.0,3.0,10.5,3
6812,Super built-up Area,1100.0,2.0,6.0,2
6817,Super built-up Area,550.0,1.0,2.3,1
6821,Super built-up Area,1080.0,2.0,7.5,3
6822,Super built-up Area,1520.0,2.0,9.0,3
6827,Super built-up Area,1570.0,3.0,7.8,3
6829,Super built-up Area,1355.0,3.0,7.6,2
6830,Super built-up Area,1537.0,3.0,11.0,3
6831,Super built-up Area,4075.0,5.0,22.6,4
6836,Super built-up Area,540.0,1.0,2.25,1
6838,Super built-up Area,1987.0,4.0,16.5,3
6839,Super built-up Area,1305.0,2.0,7.5,2
6842,Super built-up Area,1191.0,2.0,9.0,2
6845,Super built-up Area,1232.0,2.0,8.9,2
6846,Super built-up Area,1732.0,3.0,8.573,3
6847,Super built-up Area,1614.0,2.0,10.0,3
6848,Super built-up Area,2072.0,4.0,15.5,3
6850,Super built-up Area,1216.0,2.0,7.5,2
6851,Super built-up Area,2245.0,4.0,15.4,4
6852,Super built-up Area,1852.0,3.0,13.0,3
6855,Super built-up Area,2423.0,4.0,16.0,3
6856,Super built-up Area,1152.0,2.0,9.0,2
6857,Super built-up Area,1762.0,3.0,13.3,3
6860,Super built-up Area,1890.0,3.0,10.8,3
6866,Super built-up Area,827.0,2.0,4.5,2
6872,Super built-up Area,1856.0,3.0,13.5,3
6877,Super built-up Area,1675.0,2.0,13.5,3
6879,Super built-up Area,1863.0,3.0,10.5,4
6880,Super built-up Area,1914.0,3.0,14.9,3
6881,Super built-up Area,1458.0,3.0,7.9,3
6882,Super built-up Area,3035.0,5.0,22.0,3
6883,Super built-up Area,1662.0,3.0,9.0,3
6884,Super built-up Area,1556.0,3.0,8.6,3
6885,Super built-up Area,918.0,2.0,5.0,2
6886,Super built-up Area,1455.0,2.0,9.8,3
6887,Super built-up Area,1205.0,2.0,7.0,2
6888,Super built-up Area,1194.0,2.0,6.5,2
6890,Super built-up Area,929.0,2.0,5.6,2
6894,Super built-up Area,1532.5,3.0,8.429,3
6895,Super built-up Area,1680.0,3.0,10.5,3
6901,Super built-up Area,658.0,1.0,2.691,1
6904,Super built-up Area,1910.0,3.0,11.9,3
6905,Super built-up Area,1610.0,4.0,8.5,3
6906,Super built-up Area,1127.0,2.0,6.5,2
6912,Super built-up Area,1314.0,2.0,8.3,2
6913,Super built-up Area,690.0,1.0,3.9799999999999995,1
6915,Super built-up Area,1073.0,2.0,6.0,2
6916,Super built-up Area,1540.0,3.0,7.6,3
6918,Super built-up Area,1198.0,2.0,6.5,2
6919,Super built-up Area,1656.0,3.0,9.0,3
6920,Super built-up Area,1900.0,3.0,15.5,3
6925,Super built-up Area,2856.0,5.0,15.45,4
6926,Super built-up Area,1689.0,3.0,10.3,3
6930,Super built-up Area,1100.0,2.0,6.1,2
6931,Super built-up Area,1250.0,2.0,7.787999999999999,3
6933,Super built-up Area,1500.0,2.0,7.8,3
6934,Super built-up Area,1985.0,3.0,13.0,3
6935,Super built-up Area,950.0,1.0,3.9899999999999998,1
6936,Super built-up Area,1752.0,3.0,10.5,3
6937,Super built-up Area,1480.0,2.0,8.4,3
6938,Super built-up Area,1826.0,3.0,13.0,3
6940,Super built-up Area,934.0,2.0,5.5,2
6945,Super built-up Area,1012.0,2.0,5.4590000000000005,2
6947,Super built-up Area,1515.0,3.0,9.0,3
6948,Super built-up Area,1830.0,4.0,15.0,3
6949,Super built-up Area,2197.0,3.0,13.6,3
6950,Super built-up Area,1678.0,3.0,9.213,3
6951,Super built-up Area,1125.0,2.0,6.5,2
6953,Super built-up Area,1200.0,2.0,7.9,2
6958,Super built-up Area,1190.0,2.0,6.8,2
6959,Super built-up Area,2856.0,5.0,15.85,4
6960,Super built-up Area,1355.0,2.0,7.3,2
6961,Super built-up Area,500.0,2.0,2.4,1
6967,Super built-up Area,975.0,2.0,6.5,2
6969,Super built-up Area,610.0,1.0,3.9,1
6973,Super built-up Area,2882.0,5.0,15.8,4
6974,Super built-up Area,2075.0,3.0,11.5,3
6977,Super built-up Area,2502.0,4.0,18.0,4
6978,Super built-up Area,583.0,1.0,2.69,1
6981,Super built-up Area,750.0,1.0,5.1,1
6989,Super built-up Area,1717.0,3.0,9.9,3
6991,Super built-up Area,1255.0,2.0,9.0,3
6992,Super built-up Area,1220.0,2.0,8.8,2
6993,Super built-up Area,1281.0,2.0,8.7,2
6994,Super built-up Area,1237.0,2.0,7.3,2
6995,Super built-up Area,1300.0,2.0,7.0,2
6997,Super built-up Area,3900.0,5.0,31.0,4
6999,Super built-up Area,1056.0,2.0,6.8,2
7001,Super built-up Area,1650.0,3.0,10.1,3
7003,Super built-up Area,1190.0,2.0,7.0,2
7004,Super built-up Area,2690.0,4.0,18.5,4
7006,Super built-up Area,2254.0,3.0,15.3,3
7007,Super built-up Area,2990.0,5.0,21.0,3
7010,Super built-up Area,1173.0,2.0,7.7,2
7012,Super built-up Area,2968.0,3.0,22.5,3
7014,Super built-up Area,1345.0,2.0,10.6,2
7015,Super built-up Area,1594.0,3.0,9.9,3
7016,Super built-up Area,1250.0,2.0,6.8,2
7017,Super built-up Area,1056.0,2.0,6.0,2
